CNPJ_Fundo,Data_Referencia,Versao,Data_Entrega,Nome_Fundo,Data_Funcionamento,Publico_Alvo,Codigo_ISIN,Quantidade_Cotas_Emitidas,Fundo_Exclusivo,Fundo_Nao_Listado_Exclusivo,Cotistas_Vinculo_Familiar,Mandato,Segmento_Atuacao,Tipo_Gestao,Prazo_Duracao,Data_Prazo_Duracao,Encerramento_Exercicio_Social,Mercado_Negociacao_Bolsa,Mercado_Negociacao_MBO,Mercado_Negociacao_MB,Entidade_Administradora_BVMF,Entidade_Administradora_CETIP,Nome_Administrador,CNPJ_Administrador,Logradouro,Numero,Complemento,Bairro,Cidade,Estado,CEP,Telefone1,Telefone2,Telefone3,Site,Email,Data_Encerramento_Trimestre
24.774.904/0001-32,2019-12-31,1,2020-02-13,NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-09-22,INVESTIDOR PROFISSIONAL,,37834.90731346,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,FINAXIS CORRETORA,24774904000132.0,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,informacoesfundos@bancopetra.com.br,2019-12-31
24.796.967/0001-90,2019-03-31,1,2019-05-10,LOFT II MAISON SÃO PAULO FUNDO DE INVESTIMENTO IMOBILIÁRIO,2011-05-28,INVESTIDOR QUALIFICADO,,133250.0,Não,Não,Não,Renda,Híbrido,Passiva,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,MODAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,24796967000190.0,PRAIA DE BOTAFOGO,501,"6º ANDAR - PARTE, BLOCO 01",BOTAFOGO,RIO DE JANEIRO,RJ,22.250-040,(21)3223-7700,(21)3223-7746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR,2019-03-31
24.796.967/0001-90,2019-06-30,1,2019-08-15,LOFT II MAISON SÃO PAULO FUNDO DE INVESTIMENTO IMOBILIÁRIO,2011-05-28,INVESTIDOR QUALIFICADO,,343250.0,Não,Não,Não,Renda,Híbrido,Passiva,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,MODAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,24796967000190.0,PRAIA DE BOTAFOGO,501,"6º ANDAR - PARTE, BLOCO 01",BOTAFOGO,RIO DE JANEIRO,RJ,22.250-040,(21)3223-7700,(21)3223-7746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR,2019-06-28
24.796.967/0001-90,2019-09-30,1,2019-11-14,LOFT II MAISON SÃO PAULO FUNDO DE INVESTIMENTO IMOBILIÁRIO,2011-05-28,INVESTIDOR QUALIFICADO,,2150000.0,Não,Não,Não,Renda,Híbrido,Passiva,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,MODAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,24796967000190.0,PRAIA DE BOTAFOGO,501,"6º ANDAR - PARTE, BLOCO 01",BOTAFOGO,RIO DE JANEIRO,RJ,22.250-040,(21)3223-7700,(21)3223-7746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR,2019-09-30
24.796.967/0001-90,2019-12-31,1,2020-02-14,LOFT II MAISON SÃO PAULO FUNDO DE INVESTIMENTO IMOBILIÁRIO,2011-05-28,INVESTIDOR QUALIFICADO,,1973250.0,Não,Não,Não,Renda,Híbrido,Passiva,Indeterminado,,31/12,Não,Sim,Não,Não,Sim,MODAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,24796967000190.0,PRAIA DE BOTAFOGO,501,"6º ANDAR - PARTE, BLOCO 01",BOTAFOGO,RIO DE JANEIRO,RJ,22.250-040,(21)3223-7700,(21)3223-7746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR,2019-12-31
24.814.916/0001-43,2019-03-29,1,2019-05-15,FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,2016-05-23,INVESTIDOR QUALIFICADO,BRNPARCTF003,109790.42128225,Não,Não,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Sim,Sim,Não,Não,Sim,PLANNER CORRETORA DE VALORES SA,24814916000143.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-03-29
24.814.916/0001-43,2019-06-28,1,2019-08-14,FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,2016-05-23,INVESTIDOR QUALIFICADO,BRNPARCTF003,109790.42128225,Não,Não,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Sim,Sim,Não,Não,Sim,PLANNER CORRETORA DE VALORES SA,24814916000143.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-06-28
24.814.916/0001-43,2019-09-30,1,2019-11-15,FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,2016-05-23,INVESTIDOR QUALIFICADO,BRNPARCTF003,110969.00513789,Não,Não,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Sim,Sim,Não,Não,Sim,PLANNER CORRETORA DE VALORES SA,24814916000143.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-09-30
24.814.916/0001-43,2019-12-31,1,2020-02-14,FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR,2016-05-23,INVESTIDOR QUALIFICADO,BRNPARCTF003,113587.71441401,Não,Não,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Sim,Sim,Não,Não,Sim,PLANNER CORRETORA DE VALORES SA,24814916000143.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-12-31
24.853.044/0001-22,2019-03-31,1,2019-05-15,VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2018-12-10,INVESTIDOR QUALIFICADO,BRVILGCTF001,717200.0,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,24853044000122.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,INFOLEGAL@BRLTRUST.COM.BR,2019-03-31
24.853.044/0001-22,2019-06-30,1,2019-08-15,VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2018-12-10,INVESTIDORES EM GERAL,BRVILGCTF001,2197403.0,Não,Não,Não,Renda,Logística,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,24853044000122.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,INFOLEGAL@BRLTRUST.COM.BR,2019-06-30
24.853.044/0001-22,2019-09-30,1,2019-11-14,VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2018-12-10,INVESTIDORES EM GERAL,BRVILGCTF001,2197403.0,Não,Não,Não,Renda,Logística,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,24853044000122.0,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,11 4871-2221,11 3133-0351,WWW.BRLTRUST.COM.BR,INFOLEGAL@BRLTRUST.COM.BR,2019-09-30
24.853.044/0001-22,2019-12-31,1,2020-02-14,VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIARIO,2018-12-10,INVESTIDORES EM GERAL,BRVILGCTF001,4379425.0,Não,Não,Não,Renda,Logística,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOB. S.A,24853044000122.0,RUA IGUATEMI,151,19º ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451-011,11 3133-0350,11 4871-2221,11 3133-0351,www.brltrust.com.br,fii@brltrust.com.br,2019-12-31
24.853.060/0001-15,2019-03-29,2,2019-05-17,XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-12-27,INVESTIDOR QUALIFICADO,,29645.43776973,Sim,Sim,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,VÓRTX DTVM LTDA,24853060000115.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,11 3030-7300,,,WWW.VORTXBR.COM,admfundos@vortxbr.com,2019-03-29
24.853.060/0001-15,2019-06-28,1,2019-08-14,XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-12-27,INVESTIDOR QUALIFICADO,,29645.43776973,Sim,Sim,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,VÓRTX DTVM LTDA,24853060000115.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,11 3030-7300,,,WWW.VORTXBR.COM,admfundos@vortxbr.com,2019-06-28
24.853.060/0001-15,2019-09-30,1,2019-11-14,XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-12-27,INVESTIDOR PROFISSIONAL,,29645.4378,Sim,Sim,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,VÓRTX DTVM LTDA,24853060000115.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,11 3030-7300,,,WWW.VORTXBR.COM,admfundos@vortxbr.com,2019-09-30
24.853.060/0001-15,2019-12-31,1,2020-02-14,XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-12-27,INVESTIDOR PROFISSIONAL,,39530.429051,Sim,Não,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,VÓRTX DTVM LTDA,24853060000115.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,11 3030-7300,,,www.vortx.com.br,admfundos@vortxbr.com,2019-12-31
24.960.430/0001-13,2019-03-29,1,2019-05-14,KINEA INDICES DE PREÇOS FII,2016-09-16,INVESTIDOR QUALIFICADO,BRKNIPCTF001,17450886.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24960430000113.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2019-03-29
24.960.430/0001-13,2019-06-28,1,2019-08-13,KINEA INDICES DE PREÇOS FII,2016-09-16,INVESTIDOR QUALIFICADO,BRKNIPCTF001,17450886.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24960430000113.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2019-06-28
24.960.430/0001-13,2019-09-30,1,2019-11-13,KINEA INDICES DE PREÇOS FII,2016-09-16,INVESTIDOR QUALIFICADO,BRKNIPCTF001,24530886.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24960430000113.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2019-09-30
24.960.430/0001-13,2019-12-31,1,2020-02-13,KINEA INDICES DE PREÇOS FII,2016-09-16,INVESTIDOR QUALIFICADO,BRKNIPCTF001,32801764.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,INTRAG DISTR DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,24960430000113.0,AV BRIGADEIRO FARIA LIMA,3400,10º andar,ITAIM BIBI,SÃO PAULO,SP,04538-132,55-(11)30726012,,,www.intrag.com.br,relacionamento.intrag@itau-unibanco.com.br,2019-12-31
24.976.492/0001-13,2019-06-28,1,2019-08-14,IRON CAPITAL REAL ESTATE I  FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-06-03,INVESTIDOR QUALIFICADO,000000000000,1000.0,Não,Não,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,24976492000113.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(55) 2172-2600,(11) 2172-2600,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-06-28
24.976.492/0001-13,2019-09-30,1,2019-11-15,IRON CAPITAL REAL ESTATE I  FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-06-03,INVESTIDOR QUALIFICADO,000000000000,1000.0,Não,Não,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,24976492000113.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(55) 2172-2600,(11) 2172-2600,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-09-30
24.976.492/0001-13,2019-12-30,1,2020-02-14,IRON CAPITAL REAL ESTATE I - FII,2019-06-03,INVESTIDOR QUALIFICADO,0,1000.0,Não,Não,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,24976492000113.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(55) 2172-2600,(11) 2172-2600,(11) 2172-2667,www.planner.com.br,investfundos@planner.com.br,2019-12-31
25.032.881/0001-53,2019-03-29,2,2019-05-17,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,2016-12-09,INVESTIDORES EM GERAL,BRTGARCTF009,1082710.6198533,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,VÓRTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,25032881000153.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,(11) 3030-7177,,,www.vortxbr.com,admfundos@vortxbr.com,2019-03-29
25.032.881/0001-53,2019-06-28,1,2019-08-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,2016-12-09,INVESTIDORES EM GERAL,BRTGARCTF009,1450966.75300158,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,VÓRTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,25032881000153.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,(11) 3030-7177,,,www.vortx.com.br,admfundos@vortx.com.br,2019-06-28
25.032.881/0001-53,2019-09-30,1,2019-11-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,2016-12-09,INVESTIDORES EM GERAL,BRTGARCTF009,1648300.14607807,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,VÓRTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,25032881000153.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,(11) 3030-7177,,,www.vortx.com.br,admfundos@vortx.com.br,2019-09-30
25.032.881/0001-53,2019-12-31,1,2020-02-20,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,2016-12-09,INVESTIDORES EM GERAL,BRTGARCTF009,3445608.56404575,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,VÓRTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,25032881000153.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,(11) 3030-7177,,,www.vortx.com.br,admfundos@vortx.com.br,2019-12-31
26.091.656/0001-50,2019-03-29,1,2019-05-10,OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2016-11-30,INVESTIDORES EM GERAL,BROUJPCTF006,720000.0,Não,Não,Não,Títulos e Valores Mobiliários,Híbrido,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,FINAXIS CORRETORA,26091656000150.0,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,informacoesfundos@finaxis.com.br,2019-03-29
26.091.656/0001-50,2019-06-28,1,2019-08-14,OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2016-11-30,INVESTIDORES EM GERAL,BROUJPCTF006,1139104.0,Não,Não,Não,Títulos e Valores Mobiliários,Híbrido,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,26091656000150.0,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,informacoesfundos@finaxis.com.br,2019-06-28
26.091.656/0001-50,2019-09-30,1,2019-11-11,OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2016-11-30,INVESTIDORES EM GERAL,BROUJPCTF006,1919995.0,Não,Não,Não,Títulos e Valores Mobiliários,Híbrido,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,26091656000150.0,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,informacoesfundos@finaxis.com.br,2019-09-30
26.091.656/0001-50,2019-12-31,1,2020-02-12,OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2016-11-30,INVESTIDORES EM GERAL,BROUJPCTF006,1919995.0,Não,Não,Não,Títulos e Valores Mobiliários,Híbrido,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,26091656000150.0,Avenida Paulista,1842,Torre Norte 1º andar cj. 17,Cerqueira Cesar,São Paulo,SP,01310-923,(11) 3526 9001,,,http://finaxis.com.br/,informacoesfundos@finaxis.com.br,2019-12-31
26.191.053/0001-20,2019-03-29,1,2019-05-15,GOLDEN WEST - VX - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-12-28,INVESTIDOR QUALIFICADO,,158460.0,Sim,Sim,Não,Híbrido,Outros,Ativa,Indeterminado,,30/03,Não,Não,Sim,Não,Não,VÓRTX DTVM LTDA,26191053000120.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,11 3030-7300,,,www.vortx.com.br,admfundos@vortxbr.com,2019-03-29
26.191.053/0001-20,2019-06-28,1,2019-08-14,GOLDEN WEST - VX - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-12-28,INVESTIDOR QUALIFICADO,,159420.0,Sim,Sim,Não,Híbrido,Outros,Ativa,Indeterminado,,30/03,Não,Não,Sim,Não,Não,VÓRTX DTVM LTDA,26191053000120.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,11 3030-7300,,,www.vortx.com.br,admfundos@vortxbr.com,2019-06-28
26.191.053/0001-20,2019-09-30,1,2019-11-14,GOLDEN WEST - VX - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-12-28,INVESTIDOR QUALIFICADO,BR00DXCTF006,159843.73518048,Sim,Sim,Não,Híbrido,Outros,Ativa,Indeterminado,,30/03,Não,Não,Sim,Não,Não,VÓRTX DTVM LTDA,26191053000120.0,AV. BRIGADEIRO FARIA LIMA,2277,CONJUNTO 202,JARDIM PAULISTANO,SÃO PAULO,SP,01452000,11 3030-7300,,,www.vortx.com.br,admfundos@vortxbr.com,2019-09-30
26.191.053/0001-20,2019-12-31,1,2020-02-15,FII GOLDEN WEST,2018-06-29,INVESTIDOR PROFISSIONAL,BR00DXCTF006,160191.97373957,Sim,Sim,Não,Híbrido,Outros,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,VÓRTX DTVM LTDA,22610500000188.0,AV. BRIGADEIRO FARIA LIMA,2277,Conjunto 202,JARDIM PAULISTANO,São Paulo,SP,01452-000,1130307177,,,www.vortx.com,admfundos@vortxbr.com,2019-12-31
26.195.121/0001-20,2019-03-31,1,2019-05-10,BRAZIL REAL ESTATE VICTORY FUND I - FII,2016-09-12,INVESTIDOR QUALIFICADO,,246053.0,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A,26195121000120.0,AVENIDA DAS NAÇÕES UNIDAS,11857,CONJ. 111,BROOKLIN PAULISTA,SÃO PAULO,SP,04578-908,(11) 5508-3500,,,www.brcapital.com.br,col@brcapital.com.br,2019-03-31
26.195.121/0001-20,2019-06-30,1,2019-08-13,BRAZIL REAL ESTATE VICTORY FUND I - FII,2016-09-12,INVESTIDOR QUALIFICADO,,248948.0,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A,26195121000120.0,AVENIDA DAS NAÇÕES UNIDAS,11857,CONJ. 111,BROOKLIN PAULISTA,SÃO PAULO,SP,04578-908,(11) 5508-3500,,,www.brcapital.com.br,brcapital@brcapital.com.br,2019-06-30
26.195.121/0001-20,2019-09-30,1,2019-11-06,BRAZIL REAL ESTATE VICTORY FUND I - FII,2016-09-12,INVESTIDOR QUALIFICADO,,256728.0,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A,26195121000120.0,AVENIDA DAS NAÇÕES UNIDAS,11857,CONJ. 111,BROOKLIN PAULISTA,SÃO PAULO,SP,04578-908,(11) 5508-3500,,,www.brcapital.com.br,brcapital@brcapital.com.br,2019-09-30
26.195.121/0001-20,2019-12-31,1,2020-02-12,BRAZIL REAL ESTATE VICTORY FUND I - FII,2016-09-12,INVESTIDOR QUALIFICADO,BRBREVCTF008,256728.0,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A,26195121000120.0,AVENIDA DAS NAÇÕES UNIDAS,11857,CONJ. 111,BROOKLIN PAULISTA,SÃO PAULO,SP,04578-908,(11) 5508-3500,,,www.brcapital.com.br,brcapital@brcapital.com.br,2019-12-31
26.269.251/0001-60,2019-03-31,1,2019-05-15,WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2017-05-02,INVESTIDOR PROFISSIONAL,,31977.31,Não,Não,Sim,Renda,Outros,Ativa,Indeterminado,2018-12-31,30/06,Não,Não,Sim,Não,Não,FOCO DTVM LTDA.,26269251000160.0,RUA TABAPUÃ,888,01º andar,ITAIM BIBI,São Paulo,SP,04533-003,11 3113-0060,,,www.focodtvm.com.br,middleoffice@focodtvm.com.br,2019-03-31
26.269.251/0001-60,2019-06-28,1,2019-08-15,WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2017-05-02,INVESTIDOR PROFISSIONAL,,31977.31,Não,Não,Sim,Renda,Outros,Ativa,Indeterminado,2018-12-31,30/06,Não,Não,Sim,Não,Não,FOCO DTVM LTDA.,26269251000160.0,RUA TABAPUÃ,888,01º andar,ITAIM BIBI,São Paulo,SP,04533-003,11 3113-0060,,,www.focodtvm.com.br,middleoffice@focodtvm.com.br,2019-06-28
26.269.251/0001-60,2019-09-30,2,2020-06-29,WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIARIO,2017-05-02,INVESTIDOR QUALIFICADO,00000,31977.32,Não,Não,Sim,Renda,Outros,Ativa,Indeterminado,,30/06,Não,Não,Sim,Não,Não,INDIGO INVESTIMENTOS DTVM LTDA.,26269251000160.0,RUA IGUATEMI,192,25° ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451010,11 3113-0060,,,www.indigodtvm.com.br,compliance@indigodtvm.com.br,2019-09-30
26.269.251/0001-60,2019-12-31,2,2020-06-29,WHITE BERA FUNDO DE INVESTIMENTO IMOBILIARIO,2017-05-02,INVESTIDOR QUALIFICADO,00000,31977.32,Não,Não,Sim,Renda,Outros,Ativa,Indeterminado,,30/06,Não,Não,Sim,Não,Não,INDIGO INVESTIMENTOS DTVM LTDA.,26269251000160.0,RUA IGUATEMI,192,25° ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451010,11 3113-0060,,,www.indigodtvm.com.br,compliance@indigodtvm.com.br,2019-12-31
26.314.437/0001-93,2019-03-29,1,2019-05-15,FUNDO DE INVESTIMENTO IMOBILIARIO  FII RBR DESENVOLVIMENTO,2017-01-27,INVESTIDOR QUALIFICADO,BRRBRMCTF009,503.5,Não,Não,Não,Desenvolvimento para Renda,Híbrido,Ativa,Indeterminado,,Junho,Não,Não,Sim,Não,Não,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,26314437000193.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3441,,,www.btgpactual.com,sh-contato-fundoimobiliario@btgpactual.com,2019-03-29
